18
1,6,3,7,5,7,5,5,5,7,5,5,5,5,5,7,7,6
1,14,10,10,3,13,5,4,2,9,5,5,5,5,5,14,10,8
2,10,10,10,10,1,7,4,10,2,3,7,7,6,2,10,9,6
10,10,10,10,11,5,13,7,15,15,14,11,14,10,10,10,3,12
10,11,15,15,14,3,5,14,8,8,8,10,8,11,14,10,9,6
11,13,12,8,8,11,5,13,5,5,4,10,3,12,9,15,5,14
11,6,3,5,7,13,7,5,5,5,6,10,10,3,7,13,5,12
10,9,13,5,13,5,15,7,5,4,11,14,10,10,11,5,5,4
11,6,3,6,3,6,10,10,3,6,9,15,13,12,11,5,5,4
10,9,14,11,12,11,12,8,9,14,2,11,5,5,15,5,5,4
8,1,12,10,3,13,7,5,6,11,14,11,7,4,11,5,5,4
1,7,7,14,10,1,14,1,15,14,10,8,11,5,13,6,1,6
3,12,10,10,10,3,12,1,14,8,9,5,15,7,4,11,5,14
10,2,10,10,10,11,5,7,13,5,4,3,12,9,4,10,1,14
10,10,10,10,10,11,5,15,5,5,5,13,5,5,6,10,1,14
10,10,10,10,11,14,3,13,7,5,5,5,7,7,15,15,6,10
10,10,9,15,14,10,10,3,13,5,5,5,12,8,10,10,11,14
9,13,5,12,8,9,13,13,5,5,5,5,5,5,12,8,8,8
