18
1,7,5,5,5,6,1,6,1,6,2,2,3,4,2,1,6,2
3,14,3,5,5,14,1,13,5,13,15,15,14,2,10,2,10,10
10,10,11,5,6,11,5,5,5,7,13,14,10,10,10,11,12,10
10,10,8,1,14,9,5,7,5,14,3,14,11,15,15,15,5,14
8,8,1,7,13,7,7,15,4,10,10,10,8,8,8,9,6,10
2,1,7,13,6,10,10,11,4,11,15,13,5,7,4,2,10,10
11,5,13,4,8,10,10,11,4,8,8,1,5,13,7,15,15,14
11,5,5,5,7,12,10,11,5,5,5,5,7,5,12,10,10,10
11,5,5,5,13,6,10,10,3,6,1,5,15,5,4,10,10,10
11,6,3,5,5,15,12,9,13,12,3,7,13,5,4,10,8,10
8,10,11,7,5,13,6,2,2,3,14,9,5,5,5,13,7,12
1,14,10,9,5,4,11,15,15,13,15,5,5,5,7,5,15,4
3,13,14,1,7,6,11,14,10,1,13,7,5,5,13,5,15,4
11,4,9,7,12,8,10,10,8,1,5,13,5,7,5,5,15,4
11,5,7,13,5,4,10,9,6,1,5,5,5,15,5,5,15,4
10,2,11,7,5,5,12,3,13,5,5,5,7,13,7,6,9,6
11,14,8,11,5,7,4,11,5,5,5,5,15,5,12,10,3,12
8,8,1,13,4,9,5,13,5,5,5,5,13,5,4,9,13,4
