18
1,6,3,6,3,6,2,1,5,5,5,6,1,5,7,5,6,2
2,11,12,9,12,11,13,6,3,7,5,13,5,5,12,3,14,10
10,11,5,5,7,13,4,11,14,11,5,7,7,4,2,10,10,10
10,11,7,5,13,5,4,10,10,10,1,14,11,4,11,15,14,10
11,14,11,5,5,5,4,10,11,14,3,12,11,4,10,8,11,14
10,10,11,4,3,6,2,10,10,10,11,4,9,7,12,1,14,10
11,12,9,5,12,11,15,12,8,9,14,3,5,13,5,7,12,10
11,4,1,5,7,12,11,5,7,4,11,15,5,5,5,15,5,14
10,3,5,5,15,5,15,4,11,6,10,11,4,1,7,13,4,8
11,15,7,5,13,4,11,4,9,12,11,14,3,6,11,5,5,4
10,11,15,6,1,5,13,6,3,5,12,10,10,9,15,5,7,6
10,10,8,11,5,5,7,13,13,7,4,9,12,1,15,4,10,10
10,10,1,14,1,7,13,5,5,13,5,5,6,3,14,2,11,14
8,10,1,12,1,13,7,4,3,5,7,5,13,12,11,14,10,10
2,10,2,2,2,1,14,2,9,7,13,5,7,6,10,9,14,10
10,10,11,14,11,6,11,15,5,14,1,5,14,10,9,4,10,8
11,13,12,8,10,11,12,10,3,12,1,5,12,10,2,3,15,6
9,5,5,5,12,9,4,9,13,5,5,5,5,13,13,12,8,8
