18
1,6,2,3,7,7,7,5,5,5,7,4,3,7,4,1,5,6
3,12,10,10,10,10,9,6,3,6,10,2,10,9,7,7,7,14
10,2,10,10,10,10,2,10,10,10,11,12,10,2,10,10,10,10
11,13,14,8,10,11,15,14,10,10,11,5,14,9,12,10,8,8
9,4,9,7,12,10,10,11,15,15,13,7,15,5,5,13,5,6
2,2,2,10,2,8,10,10,10,10,2,10,11,6,3,7,7,12
10,10,10,10,10,2,10,10,10,8,10,10,10,9,12,10,9,4
10,10,11,15,15,13,14,10,9,4,11,14,11,5,7,13,5,4
9,13,14,8,8,1,14,10,3,6,10,10,11,5,13,7,5,4
1,7,13,5,4,1,14,10,9,14,10,9,13,5,5,15,5,4
3,13,5,5,5,7,13,13,6,11,15,7,5,7,5,13,5,6
10,3,6,3,5,13,5,7,13,14,10,11,5,13,5,7,5,12
10,10,11,15,7,6,3,13,6,10,10,9,5,7,5,13,5,6
10,8,10,10,11,14,11,6,10,10,9,6,3,13,5,5,5,14
10,3,14,10,10,10,10,10,10,10,3,14,10,3,6,1,6,10
11,12,10,10,10,9,12,10,11,15,14,9,15,14,10,2,10,10
11,5,14,10,10,1,6,11,14,10,9,6,10,10,10,11,15,14
8,1,13,13,12,1,13,12,8,8,1,12,8,8,9,12,8,8
