18
1,5,6,3,5,7,5,5,5,7,5,5,5,6,2,2,2,2
3,7,15,15,5,13,7,5,7,13,7,5,5,13,12,10,10,10
10,10,10,10,2,2,10,2,11,5,14,1,5,7,4,11,14,10
10,11,14,11,15,14,10,10,11,6,10,3,7,15,5,12,9,12
10,10,10,10,10,11,15,15,12,8,9,12,11,13,7,7,5,4
11,14,11,14,11,14,10,11,5,5,5,5,15,5,12,10,3,4
8,8,8,8,10,10,10,9,5,5,7,5,13,7,7,14,11,4
1,7,5,5,12,10,11,7,5,5,15,6,3,14,10,9,13,6
2,10,3,6,2,10,10,11,7,6,10,10,10,10,10,1,7,12
10,11,12,11,13,13,13,12,9,12,10,10,10,11,14,3,13,4
9,14,3,13,5,5,5,5,7,5,14,9,14,8,8,11,7,6
1,14,11,5,6,2,3,7,15,7,13,7,13,5,4,10,8,8
1,14,9,6,11,14,10,10,11,14,2,11,5,7,5,15,6,2
1,14,1,14,10,11,14,10,10,10,10,10,3,13,5,12,11,12
3,15,7,12,10,10,11,14,10,11,15,15,14,3,5,5,14,2
8,8,9,6,10,11,14,10,10,10,10,10,11,13,5,6,11,14
1,5,7,12,10,10,10,8,8,8,8,10,10,1,7,12,8,8
1,5,13,4,8,8,8,1,5,5,5,12,9,5,13,5,5,4
