18
1,6,2,3,6,3,5,7,5,5,4,3,5,5,5,5,7,4
3,15,14,10,11,14,1,13,5,7,5,13,5,5,7,6,11,4
8,8,9,14,8,10,3,5,5,13,5,5,7,5,15,13,13,4
2,1,5,15,5,12,9,6,2,3,7,7,13,4,9,5,6,2
10,2,3,12,3,7,7,14,10,10,10,11,5,7,7,6,10,10
10,11,15,5,14,10,8,9,14,10,10,11,4,8,8,11,13,12
10,8,9,6,10,9,5,7,12,10,8,10,3,4,1,13,7,4
11,6,3,14,10,3,7,13,5,13,6,11,13,5,4,1,13,6
11,14,10,11,15,12,9,6,3,6,10,9,5,7,4,3,7,12
10,10,10,10,10,2,2,10,9,13,15,7,7,13,5,12,9,6
10,9,14,8,8,11,13,13,6,2,10,10,11,7,5,5,5,12
10,3,15,5,5,13,7,4,10,10,11,14,10,10,2,3,5,6
10,10,11,5,5,7,13,5,15,15,14,11,14,11,13,14,3,14
11,14,11,6,2,11,5,6,10,10,10,10,10,10,1,14,11,14
10,10,10,11,13,12,1,12,10,8,8,10,8,8,1,14,10,10
10,10,11,13,5,7,4,2,9,5,5,13,7,7,5,13,14,10
10,9,12,1,7,13,7,14,1,7,5,5,15,13,5,7,14,10
9,5,5,5,13,5,12,9,5,13,5,5,13,5,5,12,8,8
