18
1,7,7,6,3,5,7,6,2,3,5,5,5,7,4,3,5,4
3,14,10,11,13,6,10,10,10,11,5,5,5,15,5,15,5,4
8,8,11,14,1,14,8,9,13,15,5,5,7,13,5,15,5,6
2,2,10,10,3,14,2,2,2,10,1,5,13,5,7,14,1,14
11,13,12,9,14,10,11,13,14,10,3,5,5,5,13,14,3,14
11,7,4,1,12,9,14,3,13,14,9,5,5,7,4,10,8,10
11,15,5,5,5,4,10,10,1,15,6,3,5,13,4,10,1,14
10,9,7,5,5,5,12,10,1,12,10,10,2,1,7,13,5,14
9,7,13,5,5,5,6,10,3,6,10,10,11,5,13,7,4,8
1,13,5,7,4,3,14,10,9,14,10,11,13,6,3,15,7,4
1,5,7,13,6,10,10,10,3,13,13,12,3,13,14,11,14,2
3,5,12,3,12,8,11,15,14,1,7,5,12,3,14,10,11,12
11,4,2,11,6,1,14,10,10,1,13,7,5,12,10,8,10,2
11,6,10,10,10,1,13,14,11,5,5,12,1,5,15,4,10,10
10,9,14,10,10,1,7,15,13,5,5,5,5,5,13,4,11,14
9,6,11,13,14,3,14,11,5,5,5,5,6,2,2,2,10,10
1,14,11,6,10,10,9,13,7,5,7,5,12,9,14,10,10,10
1,12,8,8,9,13,4,1,13,5,13,5,5,5,13,13,12,8
