18
1,6,3,5,7,5,7,5,5,5,4,3,5,5,5,7,5,4
2,10,10,1,13,6,9,7,5,7,7,15,7,5,5,13,5,6
11,13,12,1,7,12,1,14,3,14,10,11,13,5,5,7,5,12
10,2,3,5,15,4,3,12,10,10,10,11,4,3,5,15,4,2
11,15,13,4,9,6,9,7,14,10,10,11,5,13,4,9,7,14
10,10,3,6,3,15,6,10,10,10,11,15,5,5,5,5,12,10
10,10,10,9,14,10,11,12,10,9,12,9,6,2,2,2,2,10
10,9,12,3,14,11,13,7,13,5,5,5,15,13,12,11,13,12
10,2,2,8,10,10,2,11,7,6,1,7,13,5,5,13,7,4
10,10,11,6,11,14,10,10,9,12,1,13,7,5,5,7,13,4
10,11,14,10,10,10,9,15,5,5,5,5,14,1,5,15,5,4
9,14,11,13,13,12,1,15,5,5,6,1,13,5,5,15,5,6
3,14,11,7,7,7,7,13,7,5,13,5,5,7,5,15,6,10
11,14,10,10,10,10,10,1,13,7,4,3,5,13,4,10,10,10
10,10,10,11,14,10,10,1,5,13,4,9,5,7,4,10,11,14
10,11,14,10,10,9,15,5,5,5,6,1,5,13,6,11,14,10
10,10,11,14,11,5,15,6,3,7,13,5,5,5,14,10,8,10
8,8,8,8,8,1,12,9,12,9,5,5,5,5,13,12,1,12
