18
1,5,5,5,5,6,1,5,5,7,5,7,5,5,7,6,3,4
2,3,5,5,5,15,5,5,5,13,7,12,1,7,14,10,11,4
10,11,6,1,5,15,5,5,7,6,11,7,7,12,8,9,13,6
11,14,10,1,7,13,7,5,12,10,10,8,11,4,3,7,5,14
10,10,11,7,15,6,9,7,4,9,15,4,11,5,12,11,4,8
11,14,10,10,10,10,3,13,5,5,13,6,11,5,5,14,2,2
10,10,10,10,11,14,9,7,5,5,5,12,11,6,2,11,15,14
8,11,14,10,10,11,7,15,5,5,5,6,8,9,12,10,10,10
3,14,10,10,10,8,8,10,3,6,1,12,3,5,5,14,10,10
8,10,11,15,15,7,7,14,9,13,5,5,13,7,4,10,10,10
1,14,8,11,14,8,8,11,5,5,5,5,7,13,4,10,11,12
2,11,6,10,9,7,5,13,7,5,7,7,13,5,5,12,9,6
10,11,14,10,1,15,4,1,15,6,11,14,3,5,5,5,5,14
10,10,10,11,5,13,6,1,14,10,10,10,11,5,5,7,5,14
10,10,11,12,1,7,12,1,15,15,14,10,9,5,4,10,2,10
9,14,10,3,5,15,5,5,12,10,10,10,1,5,7,12,11,14
1,14,10,11,7,15,4,3,4,10,10,11,5,5,13,6,8,10
1,13,12,8,8,9,5,13,4,9,13,13,5,5,5,13,5,12
