18
1,5,6,3,7,7,5,5,7,5,5,5,5,7,5,7,7,4
1,5,14,10,8,9,5,5,15,5,5,5,7,13,4,10,9,6
3,5,12,11,5,6,2,3,12,2,1,5,13,5,6,10,1,12
9,7,4,10,2,10,10,11,5,13,5,5,7,5,15,14,3,6
3,12,3,14,10,10,11,15,5,5,7,5,13,5,12,10,10,10
11,4,10,10,10,11,15,13,6,2,10,3,4,3,5,14,10,10
9,6,11,15,14,8,9,6,11,15,14,11,7,15,4,11,12,10
1,15,12,8,9,5,6,10,8,8,9,14,8,9,4,10,1,14
3,13,5,5,5,7,14,10,3,6,1,13,7,5,4,11,6,10
10,1,7,4,3,12,11,14,11,12,3,5,13,5,5,12,10,10
11,5,13,7,14,2,10,11,12,2,11,7,5,7,5,7,13,12
8,1,7,12,9,15,14,9,6,10,11,14,3,15,5,13,5,4
3,7,15,7,5,14,10,2,11,14,10,10,11,13,5,5,5,6
10,8,10,8,1,14,10,10,10,10,10,11,13,7,7,5,5,14
10,1,14,1,5,13,15,14,10,11,14,10,3,14,9,4,1,12
11,7,12,1,5,7,12,8,11,14,10,10,11,14,1,5,5,6
10,9,7,7,5,13,5,5,14,10,10,8,10,9,5,5,7,14
8,1,12,9,5,5,5,5,12,9,13,5,13,5,5,5,12,8
