18
1,5,5,5,5,7,6,3,5,7,5,5,5,5,5,5,7,4
2,1,7,5,6,11,13,14,2,9,7,5,5,5,7,5,13,6
9,5,13,4,10,10,2,11,15,5,13,5,5,5,13,5,5,14
3,5,5,5,12,10,9,15,12,3,5,7,5,5,5,7,6,10
11,5,7,5,4,10,1,13,5,14,3,15,5,5,5,12,11,12
10,1,13,5,7,14,1,5,7,12,10,9,5,7,5,5,13,6
10,1,5,7,13,13,5,5,15,5,14,3,5,13,5,7,5,14
10,3,5,13,5,5,5,6,9,4,10,9,5,5,6,10,2,10
10,11,5,5,5,7,6,10,3,6,11,7,6,2,10,10,10,10
11,14,3,7,4,10,11,14,9,14,10,10,11,15,14,11,13,14
10,11,14,11,6,10,8,9,5,13,14,10,10,10,11,14,1,14
11,14,10,10,10,11,6,3,6,3,14,11,14,10,10,10,3,12
10,10,10,11,14,10,11,14,9,12,10,10,10,10,9,14,10,2
11,14,10,10,10,10,10,10,1,6,10,10,10,10,1,15,14,10
10,10,11,14,11,14,10,10,1,14,10,10,11,14,2,10,11,14
11,15,12,8,10,10,11,15,7,12,11,12,10,9,15,12,8,8
10,10,3,5,12,10,10,8,11,5,13,5,15,5,13,5,5,6
8,8,9,5,4,9,12,1,13,5,5,5,13,5,5,5,5,12
