18
1,7,7,5,6,3,5,6,2,3,7,6,3,6,2,2,3,6
3,14,8,1,13,15,4,9,13,14,8,9,14,11,14,10,11,14
10,9,5,6,1,15,7,5,7,13,5,4,10,8,9,13,14,10
10,1,7,13,5,14,9,6,9,5,5,7,14,1,7,6,10,10
10,1,15,5,7,13,4,10,2,2,3,12,10,3,12,10,10,10
10,1,14,3,15,7,4,10,11,13,13,4,11,13,4,9,12,10
10,3,12,10,10,11,6,10,11,5,5,4,10,1,5,7,5,12
10,11,4,10,8,8,10,11,13,5,7,4,10,3,6,10,1,6
11,14,2,10,3,6,10,10,3,6,11,4,10,10,9,12,2,10
10,10,11,15,14,11,14,10,11,12,9,5,14,9,5,7,13,12
8,11,12,8,8,8,9,15,13,5,5,5,15,7,5,13,5,6
1,15,5,5,5,5,6,11,6,3,5,7,12,11,4,1,5,14
2,10,3,6,1,5,14,10,11,13,4,11,4,9,6,1,7,12
10,10,10,9,5,5,15,12,10,3,6,11,5,7,12,1,15,6
9,15,15,5,4,3,13,4,9,12,10,8,1,13,7,7,14,10
3,12,11,5,7,13,5,5,7,5,12,1,7,5,14,10,8,10
11,6,10,1,13,5,5,6,11,6,3,6,11,7,13,13,4,10
8,9,13,5,5,5,5,12,8,9,12,9,12,9,5,5,4,8
