18
1,6,2,3,7,6,1,5,5,7,6,2,2,2,2,2,2,2
2,11,14,10,10,9,5,5,5,14,9,14,10,10,10,10,10,10
11,12,10,11,15,6,2,3,6,10,3,13,12,10,11,15,15,14
11,4,11,14,10,10,11,12,11,14,9,7,5,15,14,8,8,8
11,4,8,8,8,11,14,1,14,10,3,12,2,8,11,5,5,4
9,5,5,5,7,13,14,1,12,10,11,5,13,5,15,5,5,6
1,5,5,7,13,7,13,5,4,10,11,5,7,4,11,5,4,10
3,7,7,14,1,13,5,7,5,12,10,2,11,4,9,5,6,10
10,8,8,9,5,7,5,12,3,6,10,10,9,7,5,5,13,12
9,5,7,5,5,13,5,7,13,12,10,11,5,15,7,7,6,2
1,5,15,4,3,5,4,9,5,7,12,10,3,12,10,10,10,10
3,7,13,7,13,5,5,5,7,13,5,15,14,2,10,11,15,14
8,11,5,13,5,5,7,6,11,5,4,8,9,15,14,10,8,10
3,13,5,4,1,5,14,10,11,5,5,5,5,12,11,14,2,10
9,7,5,5,5,5,14,11,13,5,6,1,7,5,14,10,11,12
1,15,5,4,1,6,10,10,3,6,10,3,13,6,9,13,13,6
1,13,5,6,1,13,14,10,10,10,10,11,4,8,1,7,7,12
1,5,5,12,1,5,13,13,12,9,13,13,5,4,1,12,9,4
