18
1,7,7,7,6,3,7,7,5,6,2,2,3,7,6,2,3,6
3,12,8,10,9,12,8,9,4,10,10,10,10,10,10,9,14,10
11,7,7,14,3,5,5,7,6,10,11,14,10,10,11,6,10,10
10,10,10,11,13,5,6,10,10,11,14,10,10,10,8,9,14,8
10,10,10,10,3,5,12,8,8,8,10,9,13,14,1,5,15,4
10,11,14,10,11,4,3,5,5,5,13,7,4,8,2,2,11,6
10,10,10,11,13,7,13,7,5,4,3,14,3,4,11,13,12,8
10,8,10,10,2,11,4,11,5,5,14,10,11,5,15,5,5,4
9,7,12,10,11,15,4,10,3,7,14,10,10,3,15,6,2,2
2,10,2,10,10,11,5,14,9,12,10,10,10,10,10,10,10,10
11,14,11,12,10,11,6,11,5,5,14,11,15,14,10,11,15,14
10,10,9,7,14,10,8,9,5,4,11,14,8,8,8,10,8,10
10,10,1,13,14,11,5,5,5,7,13,15,6,3,5,13,6,10
10,10,3,5,12,9,5,7,4,10,2,10,11,14,1,7,12,10
10,10,11,5,5,5,7,13,7,15,14,8,9,14,3,15,6,10
10,10,11,5,5,7,13,5,12,10,8,3,5,13,14,8,10,10
11,15,12,1,5,15,5,5,7,13,4,9,7,4,9,4,9,14
8,8,1,5,5,13,5,5,13,5,5,5,13,4,1,5,5,12
