18
1,5,7,5,5,6,2,1,5,6,2,3,5,5,7,4,3,4
2,1,15,5,5,14,11,7,5,13,14,10,1,5,13,6,9,6
10,1,15,5,4,10,10,9,5,4,9,15,7,5,5,13,5,14
10,2,10,3,6,11,15,5,5,5,4,10,11,5,5,5,5,12
10,9,13,14,8,10,9,5,7,5,4,10,9,5,7,5,5,4
9,5,5,15,4,9,5,5,13,5,5,12,3,5,15,5,5,4
1,5,7,13,5,7,5,5,5,7,5,7,14,2,10,3,4,2
2,2,11,5,7,14,1,7,4,8,3,12,10,11,15,13,5,14
11,13,15,6,8,9,5,13,7,6,11,4,11,14,10,3,4,10
10,2,11,13,7,7,7,6,9,12,11,6,10,10,11,15,7,12
11,14,8,3,12,8,8,9,7,6,10,8,10,10,10,11,15,6
10,10,2,11,5,6,2,3,12,10,9,6,10,10,10,10,11,14
10,10,11,15,4,10,11,15,6,10,3,12,11,13,14,10,10,10
10,10,10,11,6,11,14,10,11,15,15,4,10,3,14,10,10,10
11,15,15,14,11,14,10,10,10,10,9,6,10,10,9,14,10,10
10,8,8,8,10,10,10,11,14,10,1,15,12,8,1,12,8,10
9,7,4,1,14,10,10,10,10,11,7,13,5,5,5,7,5,12
1,13,4,1,12,8,9,12,9,12,9,5,5,4,1,13,5,4
