18
1,5,5,7,5,5,7,5,5,5,7,5,5,5,5,7,5,4
2,3,5,14,3,5,13,7,5,7,13,5,4,3,5,13,5,4
11,14,2,10,10,3,4,11,5,13,5,5,7,13,5,6,2,2
10,8,11,14,9,14,3,13,5,5,5,5,15,7,6,11,15,14
11,5,14,11,6,10,11,5,5,5,5,5,13,12,11,14,10,10
11,4,8,10,11,15,13,5,5,5,7,7,5,5,12,10,8,10
11,4,1,12,11,13,5,5,7,4,10,10,3,6,1,13,6,10
9,7,5,5,12,3,5,7,13,4,8,9,14,11,7,5,14,10
3,13,7,7,7,14,3,14,3,7,6,2,11,14,10,3,12,10
8,1,14,10,10,10,8,10,9,12,10,11,14,10,10,11,4,10
3,7,14,10,10,10,3,13,5,5,15,12,10,11,14,11,5,14
10,8,8,10,10,11,14,1,7,5,13,4,10,10,10,10,2,10
9,7,4,11,13,14,10,1,13,5,5,6,9,12,11,13,15,12
1,13,7,12,1,12,10,1,5,7,5,13,7,6,10,2,9,6
3,7,14,2,3,7,14,1,5,13,5,6,10,9,15,14,1,14
10,8,9,15,12,10,9,5,7,5,5,12,10,1,12,10,2,10
10,2,1,15,5,13,5,5,14,1,7,5,12,2,1,15,15,14
9,13,5,13,5,5,5,4,9,5,13,5,4,9,5,12,8,8
