18
1,7,5,5,5,5,6,3,5,7,7,5,5,5,7,5,5,4
2,11,5,5,6,1,15,15,6,10,9,7,5,7,13,5,7,4
10,11,5,4,11,5,12,10,10,10,1,15,5,13,6,3,13,6
11,15,5,5,13,5,7,12,10,10,3,14,1,6,11,14,2,10
8,9,5,7,5,7,15,6,11,15,14,10,3,12,10,10,11,14
2,3,5,13,5,12,10,10,10,10,8,9,13,4,10,11,12,10
10,11,7,7,5,5,15,12,10,11,5,5,5,6,10,10,3,12
11,14,10,8,3,5,13,5,15,13,5,7,4,10,11,12,11,4
10,10,11,5,13,5,5,6,11,6,1,13,6,10,9,7,14,2
10,10,10,1,7,5,6,10,9,12,2,2,10,10,3,14,11,14
10,10,11,7,12,1,13,13,4,2,10,11,14,9,12,10,8,8
11,15,12,9,5,5,7,5,6,10,11,15,15,5,4,11,5,4
10,9,5,5,7,7,13,4,10,10,10,10,11,5,5,13,7,4
10,1,5,7,13,13,5,5,15,15,15,14,11,5,5,7,13,4
10,3,7,13,5,5,5,7,12,10,10,10,11,5,7,13,5,4
11,14,11,5,5,5,5,13,5,15,12,10,11,5,13,7,5,4
10,10,9,7,5,5,5,5,6,9,6,9,13,6,3,12,2,2
8,8,1,13,5,5,5,5,13,5,12,1,5,13,13,5,13,12
