18
1,5,7,5,5,5,7,5,6,2,3,5,5,5,7,5,5,4
3,5,13,5,7,5,13,4,11,14,10,1,7,5,13,5,5,4
10,1,5,7,12,1,5,6,10,10,10,3,15,6,2,1,6,2
11,7,5,13,5,5,7,13,14,9,12,10,10,11,14,1,14,10
10,11,5,5,7,5,12,2,10,1,6,10,10,10,11,7,15,14
10,11,7,7,13,5,5,14,10,3,12,10,10,10,10,10,10,10
8,8,10,9,5,5,4,11,14,9,6,10,10,8,8,10,8,8
1,6,10,1,5,5,5,15,15,5,14,9,15,5,5,13,6,2
1,15,15,7,7,5,5,12,11,6,11,7,15,6,2,1,15,12
3,12,10,10,11,6,3,6,9,12,10,10,10,10,10,1,13,6
9,6,11,15,14,11,14,9,5,5,14,10,11,14,10,2,2,10
3,12,8,10,10,11,15,5,5,4,10,10,10,9,13,15,13,14
11,6,2,10,11,14,10,3,7,6,10,10,10,3,6,11,6,10
8,10,9,14,10,10,10,10,10,11,15,15,12,8,9,12,10,10
1,15,7,13,12,8,11,12,10,10,9,13,7,7,6,2,10,10
3,13,15,5,5,4,10,2,10,10,1,5,14,8,9,14,11,14
11,5,13,5,5,6,11,12,8,9,5,7,13,5,4,10,10,10
9,5,5,5,5,13,13,5,5,5,5,13,5,5,4,9,13,12
