18
1,5,7,5,7,5,5,7,5,5,5,6,3,5,5,7,7,6
1,5,15,4,10,1,5,15,5,4,1,14,10,1,5,14,10,10
3,5,12,2,10,3,5,13,6,2,1,15,14,2,3,12,10,10
11,5,5,12,10,9,7,4,9,12,1,14,10,10,9,6,10,10
11,5,7,5,13,5,15,7,7,4,3,12,8,9,5,15,14,10
9,5,13,7,7,6,10,8,9,5,15,5,5,7,5,12,11,14
2,3,7,14,10,10,11,7,6,2,11,7,7,14,2,2,10,10
9,14,8,9,14,10,10,8,11,13,12,10,10,10,10,10,10,10
1,15,5,4,10,10,11,4,11,6,3,14,10,9,13,13,14,8
3,13,5,4,10,9,13,4,9,12,10,10,9,5,5,5,15,4
10,2,2,2,10,3,4,2,2,2,11,14,1,5,5,7,13,6
10,11,14,11,12,11,5,14,11,15,14,11,7,5,5,15,5,12
11,14,11,13,7,13,4,9,12,10,10,10,11,5,5,15,5,4
10,10,9,6,11,6,3,6,3,12,10,8,9,5,6,10,2,2
10,10,3,12,8,9,14,9,15,5,13,4,1,6,11,14,11,14
10,9,13,6,3,5,13,4,9,7,5,4,1,13,12,11,12,10
10,3,7,13,13,5,5,6,3,14,2,2,3,5,5,13,4,10
8,9,13,5,5,5,5,12,8,9,13,13,13,5,5,5,4,8
