file_name, maze_dim, upper_benchmark, lower_benchmark, score
./generated_mazes/12/maze_00_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 12.600
./generated_mazes/12/maze_01_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 11.500
./generated_mazes/12/maze_02_ub-22.6_lb-17.8.txt, 12, 22.6, 17.8, 17.233
./generated_mazes/12/maze_03_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 13.667
./generated_mazes/12/maze_04_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 13.767
./generated_mazes/12/maze_05_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 14.567
./generated_mazes/12/maze_06_ub-13.6_lb-8.8.txt, 12, 13.6, 8.8, 5.200
./generated_mazes/12/maze_07_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 11.300
./generated_mazes/12/maze_08_ub-23.6_lb-18.8.txt, 12, 23.6, 18.8, 18.900
./generated_mazes/12/maze_09_ub-21.6_lb-16.8.txt, 12, 21.6, 16.8, 15.767
./generated_mazes/12/maze_10_ub-21.6_lb-16.8.txt, 12, 21.6, 16.8, 14.333
./generated_mazes/12/maze_11_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 13.500
./generated_mazes/12/maze_12_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 12.700
./generated_mazes/12/maze_13_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 11.867
./generated_mazes/12/maze_14_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 11.600
./generated_mazes/12/maze_15_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 11.267
./generated_mazes/12/maze_16_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 9.200
./generated_mazes/12/maze_17_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 6.500
./generated_mazes/12/maze_18_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 15.767
./generated_mazes/12/maze_19_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 13.267
./generated_mazes/12/maze_20_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 12.333
./generated_mazes/12/maze_21_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 8.300
./generated_mazes/12/maze_22_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 14.733
./generated_mazes/12/maze_23_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 7.800
./generated_mazes/12/maze_24_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 8.800
./generated_mazes/12/maze_25_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 14.933
./generated_mazes/12/maze_26_ub-23.6_lb-18.8.txt, 12, 23.6, 18.8, 16.833
./generated_mazes/12/maze_27_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 11.967
./generated_mazes/12/maze_28_ub-21.6_lb-16.8.txt, 12, 21.6, 16.8, 16.167
./generated_mazes/12/maze_29_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 11.367
./generated_mazes/12/maze_30_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 7.600
./generated_mazes/12/maze_31_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 11.400
./generated_mazes/12/maze_32_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 9.267
./generated_mazes/12/maze_33_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 18.433
./generated_mazes/12/maze_34_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 9.567
./generated_mazes/12/maze_35_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 7.567
./generated_mazes/12/maze_36_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 13.667
./generated_mazes/12/maze_37_ub-14.6_lb-9.8.txt, 12, 14.6, 9.8, 7.267
./generated_mazes/12/maze_38_ub-13.6_lb-8.8.txt, 12, 13.6, 8.8, 4.467
./generated_mazes/12/maze_39_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 10.267
./generated_mazes/12/maze_40_ub-14.6_lb-9.8.txt, 12, 14.6, 9.8, 5.400
./generated_mazes/12/maze_41_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 12.633
./generated_mazes/12/maze_42_ub-22.6_lb-17.8.txt, 12, 22.6, 17.8, 16.667
./generated_mazes/12/maze_43_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 9.033
./generated_mazes/12/maze_44_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 9.733
./generated_mazes/12/maze_45_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 14.867
./generated_mazes/12/maze_46_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 8.867
./generated_mazes/12/maze_47_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 14.100
./generated_mazes/12/maze_48_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 10.933
./generated_mazes/12/maze_49_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 11.867
./generated_mazes/12/maze_50_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 15.667
./generated_mazes/12/maze_51_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 13.333
./generated_mazes/12/maze_52_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 1033.33333333
./generated_mazes/12/maze_53_ub-21.6_lb-16.8.txt, 12, 21.6, 16.8, 16.267
./generated_mazes/12/maze_54_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 15.200
./generated_mazes/12/maze_55_ub-22.6_lb-17.8.txt, 12, 22.6, 17.8, 16.400
./generated_mazes/12/maze_56_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 10.300
./generated_mazes/12/maze_57_ub-22.6_lb-17.8.txt, 12, 22.6, 17.8, 17.000
./generated_mazes/12/maze_58_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 13.433
./generated_mazes/12/maze_59_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 9.167
./generated_mazes/12/maze_60_ub-21.6_lb-16.8.txt, 12, 21.6, 16.8, 16.733
./generated_mazes/12/maze_61_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 11.133
./generated_mazes/12/maze_62_ub-21.6_lb-16.8.txt, 12, 21.6, 16.8, 16.367
./generated_mazes/12/maze_63_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 10.300
./generated_mazes/12/maze_64_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 13.100
./generated_mazes/12/maze_65_ub-23.6_lb-18.8.txt, 12, 23.6, 18.8, 18.400
./generated_mazes/12/maze_66_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 6.667
./generated_mazes/12/maze_67_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 16.067
./generated_mazes/12/maze_68_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 16.000
./generated_mazes/12/maze_69_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 11.933
./generated_mazes/12/maze_70_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 14.133
./generated_mazes/12/maze_71_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 11.833
./generated_mazes/12/maze_72_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 11.267
./generated_mazes/12/maze_73_ub-29.6_lb-24.8.txt, 12, 29.6, 24.8, 26.033
./generated_mazes/12/maze_74_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 14.733
./generated_mazes/12/maze_75_ub-14.6_lb-9.8.txt, 12, 14.6, 9.8, 7.033
./generated_mazes/12/maze_76_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 13.433
./generated_mazes/12/maze_77_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 12.733
./generated_mazes/12/maze_78_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 10.767
./generated_mazes/12/maze_79_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 12.700
./generated_mazes/12/maze_80_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 9.267
./generated_mazes/12/maze_81_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 9.833
./generated_mazes/12/maze_82_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 7.900
./generated_mazes/12/maze_83_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 6.667
