20
1,7,5,5,5,5,5,7,5,5,5,7,5,5,5,5,7,5,5,4
1,15,5,5,7,5,5,13,5,5,5,13,5,7,5,5,13,7,5,4
3,13,7,4,9,5,5,7,5,5,7,5,5,15,7,5,5,13,5,6
11,5,15,4,3,4,1,15,5,7,13,6,2,11,15,4,1,7,5,12
10,2,10,2,10,2,3,12,2,10,2,10,10,10,11,5,7,13,5,4
10,10,10,10,10,11,13,6,10,10,10,10,10,10,11,4,10,1,5,6
10,11,14,11,15,12,3,12,11,14,10,10,11,14,11,4,10,3,6,10
10,10,10,10,9,4,9,4,10,11,15,15,12,8,9,7,13,14,10,10
11,12,10,11,6,2,1,5,15,12,8,10,2,2,1,13,5,12,10,10
11,6,11,14,10,11,7,5,14,3,6,11,15,14,3,7,5,5,13,14
10,10,10,8,9,12,9,6,8,9,13,14,10,8,8,10,3,5,7,12
10,10,10,2,1,5,5,15,5,5,6,11,14,2,2,10,10,2,11,6
10,11,14,11,6,3,7,14,1,5,14,10,10,11,15,14,10,11,14,10
11,14,11,14,10,10,10,8,1,5,13,14,10,10,10,9,12,10,8,8
10,10,10,10,11,15,15,5,5,5,5,14,11,14,9,4,1,13,7,6
10,10,10,10,10,10,11,7,5,5,5,12,10,10,1,7,5,5,12,10
10,10,10,8,8,10,9,15,5,5,5,4,10,11,5,13,7,5,5,14
11,14,10,3,6,11,7,15,5,5,5,5,15,15,5,5,13,5,6,10
8,10,8,8,9,14,11,13,7,5,5,4,10,11,5,5,5,7,12,10
1,13,5,5,5,12,9,5,13,5,5,4,8,9,5,5,5,13,4,8
