20
1,7,5,5,5,7,5,5,7,5,5,5,6,2,1,7,5,7,5,4
3,13,5,7,5,13,5,6,10,1,6,3,13,15,5,13,5,14,3,6
11,7,5,13,5,4,3,13,15,7,12,11,4,11,5,5,5,13,14,10
9,13,7,5,7,6,9,7,14,9,6,11,5,12,1,7,6,1,15,14
1,7,12,3,12,8,3,12,10,3,13,13,5,5,7,12,9,5,12,10
3,13,6,9,7,4,10,2,10,10,2,3,7,6,10,2,2,2,3,14
10,3,14,3,13,5,13,12,10,11,13,12,8,8,10,11,14,10,10,10
10,10,11,13,5,5,5,4,10,11,7,5,7,4,9,12,10,11,15,14
10,10,10,3,5,5,7,5,13,12,9,7,15,6,3,7,12,10,10,10
10,11,14,11,6,2,11,5,4,3,6,10,10,11,14,11,5,14,8,10
10,10,11,12,8,10,9,7,4,11,12,10,11,12,11,15,7,13,4,10
10,10,11,5,5,14,3,13,5,13,5,14,10,1,14,10,9,7,5,12
10,9,13,5,4,10,11,7,5,7,5,13,14,1,15,14,1,15,5,4
11,5,5,5,4,11,14,11,4,11,4,1,12,3,12,10,1,13,5,6
9,5,5,7,4,10,8,9,7,13,6,3,6,9,6,10,3,7,6,10
3,6,2,9,6,10,1,5,13,6,10,11,14,1,14,9,14,8,9,14
8,9,13,5,14,11,5,5,5,14,11,14,10,1,15,5,13,7,7,14
1,5,5,7,13,14,2,3,7,15,14,10,11,7,13,5,4,8,10,8
3,6,1,15,5,12,9,12,8,10,10,10,11,13,5,5,5,6,9,4
8,9,5,13,5,5,5,5,5,12,8,8,8,1,5,5,5,13,5,4
