20
1,5,5,5,7,5,7,5,7,5,5,5,5,5,7,5,5,5,5,6
3,5,6,2,9,6,10,2,10,3,7,6,1,7,13,7,4,1,7,12
10,2,10,10,3,12,10,10,11,12,10,10,1,15,6,9,7,5,13,4
11,14,11,14,11,4,10,10,11,6,10,11,7,12,11,5,13,5,5,4
10,9,14,10,11,6,11,14,10,10,10,10,11,5,13,5,5,7,6,2
11,4,8,11,14,10,10,10,10,11,14,10,10,3,7,5,5,12,9,14
11,4,3,12,11,14,10,11,14,10,9,14,8,10,11,5,5,7,4,8
11,4,9,7,14,10,10,10,9,14,3,14,2,10,11,7,4,11,5,4
9,7,5,12,10,11,14,11,6,9,12,10,10,10,10,11,7,13,7,6
3,15,7,4,8,8,9,12,8,3,6,10,10,10,10,8,10,1,12,8
10,10,9,7,5,5,5,5,7,13,12,11,14,10,11,7,14,3,6,2
10,10,1,15,5,5,5,5,15,6,3,12,9,15,12,8,9,12,9,12
10,10,1,13,6,3,5,7,12,9,13,6,2,11,7,5,5,6,3,6
10,11,6,1,15,14,3,13,5,5,6,9,15,12,9,7,4,10,10,10
11,12,10,3,12,10,10,3,7,7,14,3,13,4,3,13,6,9,14,10
9,6,11,15,4,9,12,10,10,10,10,11,5,4,9,6,8,1,14,8
2,11,15,15,5,5,4,10,10,10,8,9,5,6,3,13,6,1,13,4
10,10,10,9,7,5,5,15,15,14,1,7,5,13,13,6,10,3,5,6
9,14,10,1,13,5,6,10,10,10,3,15,5,7,5,13,13,13,6,10
1,13,12,1,5,5,13,12,8,9,12,9,5,13,5,5,5,5,12,8
