20
1,7,6,2,2,3,5,6,3,7,4,2,3,5,4,2,1,7,4,2
3,12,11,13,13,13,4,9,12,9,7,13,13,5,5,13,7,13,4,10
11,5,13,5,5,7,5,7,5,5,15,5,4,3,5,5,13,5,7,14
9,7,5,5,5,15,7,13,5,5,13,6,2,10,3,5,5,5,14,8
3,15,5,7,5,13,12,3,4,1,5,14,10,10,10,2,1,5,14,2
11,14,2,9,6,3,4,9,6,1,5,14,10,10,10,11,5,7,12,10
10,9,14,1,14,11,4,3,13,5,5,13,15,14,9,12,1,13,7,14
10,3,12,1,14,10,3,14,3,7,5,5,13,13,7,5,7,5,12,10
10,9,7,6,11,15,14,10,11,13,5,7,5,5,14,1,13,5,6,10
8,1,12,9,14,10,11,12,10,3,6,9,5,7,12,3,5,5,13,12
1,5,5,7,14,10,11,6,10,9,14,1,5,13,6,9,5,7,5,6
3,5,5,12,9,14,10,11,14,3,13,7,5,5,12,3,5,13,5,12
9,5,7,4,1,14,10,9,13,13,5,15,5,7,4,11,5,5,7,4
3,6,11,6,1,15,15,7,5,7,5,13,5,13,7,13,6,2,11,6
8,9,14,9,5,12,10,11,4,11,4,2,3,5,15,5,12,11,14,10
1,5,15,4,1,7,12,9,6,9,6,11,14,1,13,7,4,10,10,10
3,4,9,5,7,13,5,5,12,3,14,10,10,1,5,13,7,14,10,10
9,6,1,5,13,7,7,5,5,13,15,12,10,1,6,2,10,11,15,14
1,15,5,5,5,14,11,5,5,5,13,6,10,1,13,14,10,8,10,8
1,13,5,5,5,12,9,5,5,5,5,13,13,5,5,13,12,1,13,4
