20
1,7,7,5,7,5,5,5,7,4,3,5,5,4,3,6,3,7,6,2
1,12,9,7,14,3,5,7,13,5,13,5,5,7,12,9,14,10,10,10
1,5,6,10,10,11,5,13,5,6,3,7,7,13,7,5,12,8,10,10
1,7,13,14,10,9,6,1,5,13,12,10,11,5,15,5,5,4,11,14
3,13,4,11,15,7,13,5,5,4,2,10,10,3,13,5,5,5,14,10
9,5,6,8,10,9,5,7,6,2,11,14,11,13,7,5,5,4,11,14
1,5,13,6,11,5,5,13,15,14,10,10,10,2,10,2,3,7,12,10
3,5,5,15,13,5,6,2,10,10,10,11,15,13,15,13,14,9,4,8
9,6,3,13,5,5,13,14,10,9,12,10,10,2,10,3,15,4,3,6
3,13,13,5,5,5,7,12,10,3,6,10,11,14,9,12,11,5,12,8
10,3,5,7,7,5,13,4,9,13,12,11,14,8,1,5,13,7,6,2
9,13,6,11,13,7,6,1,6,2,3,12,11,5,7,5,5,13,15,12
3,5,12,11,5,14,10,1,14,11,15,4,8,1,13,7,5,5,13,4
9,5,6,10,1,14,10,3,13,14,10,2,2,2,3,12,2,1,7,6
3,5,12,10,3,14,10,11,6,10,10,10,11,14,11,7,14,1,14,10
11,5,7,14,10,10,9,12,8,10,9,15,14,10,10,10,10,2,10,10
10,1,12,10,8,10,1,5,5,15,5,12,10,11,15,14,11,15,12,10
9,7,4,8,1,15,5,7,5,13,5,7,14,11,14,10,10,11,6,10
3,15,5,6,1,13,5,13,5,7,6,8,11,14,10,10,11,14,11,14
8,9,4,9,5,5,5,5,5,12,9,5,12,8,8,8,8,8,8,8
