20
1,6,3,6,3,5,7,5,5,5,7,4,2,3,5,7,5,5,5,6
2,11,14,10,10,1,13,5,5,6,11,6,10,11,6,10,2,2,1,14
11,14,10,11,15,5,5,5,5,14,10,10,10,10,9,13,13,15,5,12
8,10,10,11,13,5,7,5,5,13,15,14,9,15,7,5,5,13,4,2
3,12,9,13,6,1,15,6,2,2,10,9,5,12,9,5,7,5,5,12
11,4,2,3,14,3,12,8,9,15,14,3,6,2,3,5,13,5,7,4
9,6,11,14,10,11,5,5,5,14,8,10,10,9,15,5,5,5,15,4
3,12,11,15,15,15,5,5,5,15,5,14,10,2,11,5,5,5,15,4
9,6,10,10,10,11,7,4,3,13,5,14,10,11,14,2,2,3,14,2
3,15,14,10,9,15,14,3,14,3,6,11,15,13,14,10,9,12,9,14
10,11,14,10,3,14,9,14,8,9,14,10,9,6,10,10,1,7,5,12
10,10,10,9,14,8,3,12,1,7,15,13,5,12,11,14,1,13,7,6
10,10,10,1,13,6,11,7,5,14,10,1,6,2,8,9,7,5,12,10
11,14,8,3,5,12,8,10,3,13,14,3,13,14,3,5,14,3,6,10
8,11,5,12,2,2,3,14,10,2,9,15,4,9,12,3,12,10,10,10
2,11,5,5,13,15,12,10,9,14,1,13,5,6,1,15,5,12,8,10
10,11,5,5,5,12,2,10,3,14,3,6,3,14,1,15,5,5,5,14
10,10,3,7,5,7,12,9,14,8,10,10,10,10,1,13,5,7,4,10
10,10,10,11,4,11,5,5,13,6,10,11,12,9,5,7,5,12,2,10
9,13,12,9,5,12,1,5,5,13,12,9,5,4,1,13,5,5,12,8
