20
1,6,2,3,7,6,2,2,2,2,3,5,5,7,5,4,3,5,5,6
1,13,13,12,10,11,15,14,11,15,15,5,5,13,7,5,15,4,2,10
3,4,1,7,13,12,10,10,10,11,13,7,5,5,13,4,10,3,14,10
9,7,7,15,6,3,14,9,12,8,3,13,5,5,7,4,9,14,8,10
3,14,10,11,15,14,11,5,5,4,9,7,5,7,13,5,5,15,5,14
10,10,10,10,10,10,11,7,5,6,3,13,4,11,5,5,5,13,6,8
11,14,10,10,10,9,12,10,1,12,10,2,2,9,5,5,7,5,15,6
10,10,10,10,11,7,7,13,7,5,15,13,14,1,5,5,15,5,13,12
10,9,14,8,8,8,11,4,11,4,9,5,13,5,5,7,13,5,5,6
8,1,13,5,7,6,10,3,14,3,6,2,2,1,7,15,5,7,7,14
3,5,7,5,13,13,13,14,8,11,12,11,13,7,12,8,3,12,10,10
10,1,15,4,2,3,6,9,5,14,1,14,3,13,5,6,9,6,10,10
10,1,15,5,14,10,11,7,5,12,1,12,9,6,1,14,1,14,11,14
10,1,13,6,10,10,8,9,5,5,7,6,1,14,2,10,3,13,14,10
11,7,7,12,11,15,7,5,5,7,14,11,7,15,14,11,13,6,11,14
10,10,9,6,10,10,10,3,6,10,11,14,10,10,11,12,3,12,8,8
10,10,3,12,8,10,11,14,10,10,10,10,10,10,11,5,13,5,7,4
10,11,14,2,1,14,8,10,9,14,10,10,11,13,13,7,4,2,10,2
8,10,11,15,5,14,3,12,1,15,14,10,10,1,5,13,7,14,10,10
1,12,8,9,5,13,13,4,1,12,8,9,12,1,5,5,12,9,13,12
