20
1,6,3,5,7,5,5,5,5,6,2,3,6,3,5,7,5,5,5,4
3,15,15,5,13,7,5,5,7,13,13,12,9,15,5,13,5,5,6,2
10,8,10,2,3,13,4,1,15,4,2,2,2,10,3,7,5,7,14,10
11,4,9,12,9,7,6,1,13,7,15,13,15,13,12,8,1,12,9,14
11,4,1,7,5,12,10,3,4,10,11,5,15,5,5,5,7,7,7,14
10,2,1,13,5,6,11,13,5,14,9,5,13,5,5,6,10,10,10,10
11,15,6,2,2,10,10,1,7,13,5,7,5,7,5,12,10,10,11,14
10,10,9,15,14,11,14,3,13,5,5,13,6,11,5,7,14,10,10,10
10,8,1,14,9,12,11,15,7,5,5,5,14,10,1,14,11,14,10,10
11,6,2,10,3,7,15,14,10,3,7,7,12,10,1,14,10,11,14,10
10,11,15,14,10,10,10,8,10,9,12,11,4,10,1,14,8,10,10,10
11,14,10,10,10,10,10,3,15,5,5,13,5,15,5,12,3,13,14,10
10,10,10,11,14,10,10,9,15,5,5,5,7,12,1,7,13,4,10,10
10,10,11,14,10,11,13,7,14,3,5,5,13,7,7,13,5,4,10,10
8,8,10,8,8,10,2,10,11,15,4,3,5,14,11,7,5,4,9,12
2,3,13,5,7,15,12,10,8,9,4,11,4,11,15,15,7,5,5,6
11,14,3,5,12,11,6,10,1,5,5,15,5,14,10,10,10,1,5,14
10,10,10,2,3,12,10,10,1,5,5,15,4,10,8,10,10,3,6,10
10,10,9,15,12,1,15,13,5,5,5,13,6,9,6,10,8,8,11,12
8,8,1,13,5,5,13,5,5,5,5,5,12,1,12,8,1,5,13,4
