20
1,7,5,5,5,7,5,7,5,5,5,5,5,5,5,7,5,7,4,2
3,14,3,7,5,13,4,10,2,3,6,1,7,5,5,13,5,13,6,10
10,10,10,9,5,5,7,14,11,14,10,3,13,5,7,5,4,1,14,10
10,10,11,7,5,5,14,11,14,10,10,11,5,5,15,5,4,3,15,14
10,10,10,9,6,1,12,10,8,11,15,14,3,5,13,7,5,12,10,10
10,11,14,3,13,5,6,9,4,10,10,11,12,3,5,13,5,7,12,10
9,15,12,10,3,5,13,5,5,14,8,11,7,15,5,5,7,13,4,10
1,13,7,14,11,5,5,5,7,13,5,15,14,10,3,5,13,5,4,10
1,7,13,13,13,5,5,6,11,5,4,10,10,9,15,5,5,5,7,12
3,13,7,5,5,4,3,15,12,3,7,14,11,4,11,4,3,6,10,2
10,1,13,7,5,5,14,9,6,9,12,10,11,4,11,5,14,11,13,12
10,3,5,13,7,5,12,3,13,4,2,10,9,7,13,4,8,11,5,4
11,14,2,3,13,5,5,15,7,7,14,11,7,13,5,5,4,11,5,6
10,10,10,9,5,5,6,10,10,10,9,13,13,6,1,6,2,10,3,14
8,9,15,5,5,7,14,10,10,10,3,5,7,12,3,12,10,11,15,14
2,2,11,4,2,10,10,8,10,8,10,3,13,7,13,5,12,10,10,10
9,15,13,5,12,10,10,3,13,4,10,10,2,11,6,3,7,14,10,10
1,15,4,2,2,10,11,13,5,6,10,10,9,14,9,14,9,14,10,10
1,15,5,13,12,10,10,1,5,14,11,15,7,13,4,8,3,13,12,10
1,13,5,5,5,13,12,1,5,13,12,8,9,5,4,1,13,4,1,12
