20
1,5,7,5,5,5,5,7,5,7,4,2,3,6,2,2,2,2,2,2
1,5,13,7,4,1,5,14,1,15,5,15,14,10,11,13,14,10,10,10
1,5,5,13,7,7,5,14,3,13,6,10,10,10,10,2,9,15,12,10
1,5,5,5,14,9,4,10,8,3,14,8,8,8,11,14,3,13,5,14
3,5,7,5,12,3,5,15,7,13,12,3,6,3,14,8,11,5,4,8
10,3,13,5,4,11,4,8,9,7,4,10,8,10,10,2,11,6,2,2
10,9,6,1,5,15,7,6,1,13,6,9,7,14,11,15,12,9,13,12
11,7,13,5,5,13,12,10,3,5,12,1,14,10,11,13,5,5,5,6
10,9,5,5,5,6,3,12,11,5,5,7,12,10,10,2,2,2,2,10
10,3,7,7,7,14,10,3,14,3,6,10,3,15,15,14,10,10,10,10
10,10,10,10,8,10,11,12,10,11,12,9,14,10,10,9,13,13,13,14
10,10,10,9,6,10,11,4,11,13,7,5,12,8,9,7,5,5,7,12
11,12,10,2,10,10,10,3,13,5,15,4,3,5,5,14,2,1,15,6
9,7,14,10,10,11,14,10,1,5,15,5,14,3,5,12,9,5,12,10
3,12,11,14,11,12,9,12,1,7,13,6,10,9,5,6,3,5,5,14
11,4,10,9,13,5,7,5,4,10,1,12,10,1,5,15,14,3,4,10
9,6,11,4,1,7,14,2,2,11,5,5,14,1,6,11,14,9,5,14
1,14,11,5,5,14,10,10,10,9,7,4,11,7,12,8,10,2,2,10
2,10,9,6,2,10,10,11,15,7,13,4,10,9,6,3,13,13,13,14
9,12,1,12,9,12,9,12,8,9,5,4,8,1,13,13,4,1,5,12
