20
1,6,3,5,7,5,5,4,1,7,6,1,7,5,5,5,5,7,5,4
2,11,13,5,15,5,5,6,2,10,11,5,13,5,7,5,5,12,3,4
9,15,6,3,14,3,7,14,10,10,10,3,6,3,13,5,5,5,14,2
1,14,10,10,9,14,8,11,13,14,10,10,10,10,1,5,7,6,10,10
3,13,13,14,1,15,4,10,3,15,15,12,9,15,5,5,12,10,11,14
11,6,3,12,3,13,4,11,14,11,15,6,2,10,1,5,5,14,10,10
10,10,9,6,9,5,6,10,10,8,10,10,10,8,1,7,5,13,14,10
10,10,1,13,5,5,14,10,10,1,12,9,15,5,6,11,6,2,10,10
10,11,5,7,5,5,12,10,11,5,5,7,14,2,10,8,10,10,11,14
10,9,5,13,5,7,7,12,10,3,7,14,9,12,8,2,10,10,10,10
9,7,5,5,5,15,13,4,8,9,12,9,7,5,4,11,15,15,14,10
3,13,5,7,5,13,5,6,3,7,5,5,13,5,7,12,10,11,13,14
11,5,5,13,5,7,7,13,14,11,5,5,7,4,11,5,13,15,6,10
10,3,6,3,7,14,10,3,14,10,1,7,13,4,9,5,6,10,11,14
10,10,9,14,8,9,14,10,11,13,5,15,5,4,2,1,14,11,14,10
11,14,3,14,3,4,11,14,10,1,5,13,7,4,10,2,11,14,10,10
10,10,8,11,13,4,10,10,10,3,4,2,11,7,14,11,14,10,10,10
10,8,3,13,5,4,10,10,11,15,5,15,14,10,9,14,8,8,9,14
10,1,14,3,7,7,14,11,12,11,4,8,8,11,5,13,7,5,5,14
8,1,13,12,8,8,8,9,5,13,5,5,5,13,5,5,13,5,5,12
