20
1,7,7,7,7,5,5,5,7,5,7,6,2,1,5,5,7,5,7,6
2,10,10,10,11,5,5,5,15,5,14,10,11,5,5,7,13,7,15,14
11,15,15,14,10,3,5,5,13,6,10,10,10,1,7,13,4,8,8,10
10,10,10,11,14,9,7,7,7,12,10,9,12,1,13,7,5,5,4,10
10,10,10,10,10,2,10,10,10,2,10,1,5,7,5,13,5,7,4,10
11,12,8,10,11,15,14,10,11,12,9,7,5,13,5,7,6,9,7,14
10,1,7,12,10,10,11,14,11,5,5,13,5,5,7,12,9,5,12,8
10,3,13,4,10,10,10,10,11,5,5,7,5,5,13,7,6,3,5,6
10,10,3,7,15,15,14,10,11,5,5,15,5,5,5,12,9,15,4,10
9,14,10,10,8,10,10,10,10,3,7,13,7,5,4,1,5,13,5,14
1,15,14,10,3,12,9,13,12,9,12,3,13,5,7,5,5,5,5,14
3,14,10,11,13,5,7,5,5,5,5,12,1,7,13,5,6,3,7,12
8,8,11,14,1,5,13,7,5,5,6,3,6,11,5,7,13,12,9,6
1,7,12,10,1,5,5,12,3,5,14,8,9,14,1,13,7,7,7,14
1,15,5,15,5,5,5,6,8,1,14,3,7,14,3,7,14,10,10,10
3,13,7,13,5,5,7,12,3,5,13,14,10,10,10,10,10,10,10,10
11,5,15,5,5,5,14,3,15,5,4,10,10,10,10,11,14,10,10,10
11,6,10,2,2,3,13,12,9,7,5,15,14,10,10,10,10,10,11,14
8,11,13,15,15,13,5,5,5,15,5,12,10,10,10,10,9,13,12,10
1,13,4,8,8,1,5,5,5,13,5,4,9,13,13,12,1,5,5,12
