20
1,6,1,7,5,5,5,4,1,5,5,6,1,7,5,4,3,7,5,4
3,15,6,11,7,6,2,2,1,5,5,15,7,13,5,5,14,9,5,6
8,11,13,14,10,11,14,10,3,5,5,12,10,3,5,7,13,5,5,12
2,10,3,14,10,10,11,12,10,3,7,7,15,13,7,15,5,5,5,4
11,14,10,8,10,10,10,3,15,15,14,10,10,2,9,15,5,7,5,4
10,10,9,6,10,10,10,10,10,10,10,11,15,14,3,13,4,9,6,2
8,10,1,15,15,14,10,10,11,14,10,10,10,10,9,6,3,5,15,12
3,13,6,11,12,11,14,10,10,10,11,14,8,8,3,13,12,1,13,6
8,1,14,11,5,12,9,14,10,8,8,10,1,5,13,7,4,1,5,14
3,5,13,13,5,6,1,13,14,3,6,10,3,5,5,13,4,1,5,12
11,5,4,1,5,15,5,7,13,13,12,10,11,5,7,5,5,7,5,6
11,6,3,5,5,14,3,15,6,2,3,15,15,6,10,2,3,15,4,10
8,10,10,1,5,14,8,10,9,13,14,8,11,14,11,14,10,11,4,10
1,14,11,7,7,15,6,10,2,2,11,7,14,10,10,11,14,9,6,10
1,14,10,10,8,8,10,11,13,14,8,10,10,10,10,8,10,1,12,8
3,15,14,10,1,6,10,8,1,15,6,10,10,11,14,1,13,5,5,6
8,10,10,10,3,13,14,1,5,14,11,14,10,10,11,7,7,5,5,14
1,15,13,14,11,4,11,5,5,12,8,9,14,11,12,8,8,3,5,14
3,13,4,11,13,5,15,5,7,6,3,5,12,11,7,5,5,13,5,12
9,5,5,13,5,5,12,1,12,9,13,5,5,12,9,5,5,5,5,4
