20
1,5,7,5,5,5,7,5,4,3,7,6,2,3,5,5,5,5,5,6
3,6,9,6,3,4,9,7,4,8,10,9,13,15,5,7,7,6,3,14
10,11,5,13,13,4,1,14,2,3,13,5,4,9,4,8,8,11,14,10
11,14,2,3,5,7,5,15,12,11,7,6,2,3,5,5,5,14,10,10
10,10,10,10,3,12,3,13,5,14,10,10,11,14,1,5,5,14,10,10
10,11,14,10,9,4,9,5,6,10,8,10,10,10,2,3,7,12,10,10
10,10,11,15,5,5,5,7,12,11,6,11,14,10,9,14,9,4,10,10
10,10,10,9,5,7,5,13,6,10,10,10,11,15,7,13,5,7,13,12
10,10,11,7,6,9,7,5,13,12,9,15,14,10,10,3,5,13,6,2
10,11,14,10,11,7,13,5,7,7,6,10,10,10,11,14,1,5,15,14
9,14,8,8,10,11,6,3,14,9,12,8,10,8,8,8,3,7,14,10
1,13,7,4,8,10,10,10,11,6,3,7,13,5,5,4,10,10,10,10
3,6,10,2,3,14,10,10,10,10,11,13,5,7,5,4,8,10,10,10
10,10,11,15,14,10,11,12,10,9,13,5,7,15,5,7,7,14,10,10
10,9,12,8,10,8,9,7,13,5,5,7,12,11,4,8,10,10,10,10
10,3,5,5,13,5,5,15,6,2,3,15,6,10,3,6,10,11,15,14
10,9,7,7,5,5,5,14,11,15,14,10,10,10,10,10,8,10,10,10
10,2,10,10,3,5,7,14,10,8,10,8,9,13,14,10,1,13,14,10
9,14,10,10,11,4,10,8,9,5,15,5,5,4,8,11,7,5,13,12
1,13,12,8,9,5,13,5,5,5,13,5,5,5,5,13,13,5,5,4
