20
1,5,5,5,6,3,4,3,6,3,6,3,6,2,1,5,5,7,5,6
1,7,5,5,12,9,6,10,9,12,10,10,11,14,3,5,5,12,2,10
1,15,5,7,5,5,15,14,2,2,11,14,10,10,11,6,2,2,10,10
3,13,4,11,4,3,12,11,13,12,10,10,10,10,10,11,14,11,14,10
10,3,7,15,5,13,4,8,2,2,10,10,8,9,14,8,9,14,10,10
11,12,11,15,6,1,7,4,9,15,14,9,6,1,13,7,4,11,15,14
10,3,14,10,8,3,13,4,1,14,11,5,13,5,7,13,7,12,9,14
10,10,11,15,5,13,7,4,3,12,10,2,3,7,15,7,14,1,5,14
10,11,14,10,2,2,10,2,11,4,10,9,14,8,8,10,8,1,7,14
11,14,10,11,14,10,11,14,10,3,14,3,15,5,5,13,4,3,14,10
11,14,10,8,9,13,12,11,14,9,12,8,9,6,3,5,7,12,10,10
8,8,9,5,7,5,5,15,14,2,3,6,3,15,14,2,10,3,15,14
3,7,5,5,13,7,5,12,11,13,12,10,10,10,10,10,11,14,10,10
8,10,3,7,5,13,5,5,13,7,4,9,12,8,11,13,14,10,10,10
1,14,11,15,5,7,5,5,4,11,7,5,6,2,11,6,10,10,10,10
3,12,8,9,5,13,7,7,4,10,10,2,11,14,10,10,10,9,12,10
11,6,1,5,7,7,13,13,5,15,15,12,10,11,14,10,10,2,2,10
10,10,1,5,13,15,5,7,6,10,10,2,10,10,10,10,11,14,9,14
10,9,7,4,3,15,7,12,8,10,11,14,8,8,11,14,10,11,7,12
8,1,13,5,12,8,9,5,5,12,8,9,5,5,12,9,12,8,9,4
