20
1,7,6,3,5,5,5,7,5,6,2,2,1,5,7,5,5,7,5,4
3,12,11,15,7,5,7,13,7,12,11,15,5,5,13,7,5,13,5,6
10,3,14,10,10,2,10,3,14,2,10,10,1,5,5,13,7,7,5,12
10,11,14,10,8,11,12,10,11,15,12,8,1,5,5,5,13,15,5,4
10,10,10,10,2,9,7,14,11,12,1,5,5,7,7,7,5,13,5,4
11,14,10,10,11,5,12,10,9,7,5,5,7,12,10,11,5,5,4,2
10,10,11,14,11,7,6,11,7,12,1,7,13,4,11,13,5,5,5,14
10,10,10,11,12,8,11,12,9,5,5,13,7,4,8,2,2,3,4,10
10,10,10,9,5,7,13,5,7,5,5,5,15,5,5,14,10,9,7,14
10,10,11,5,5,15,5,5,14,3,6,1,13,7,4,11,14,1,14,10
10,10,11,5,5,15,5,4,9,13,12,1,7,13,4,10,11,5,14,10
11,14,10,3,4,9,6,3,7,7,5,5,15,5,4,10,8,1,15,14
10,11,13,15,5,7,13,12,8,9,7,6,9,5,7,13,5,5,12,10
10,8,1,13,5,15,7,5,5,5,13,15,7,7,13,7,5,5,5,14
9,6,2,3,6,10,10,2,2,3,6,10,10,11,7,14,2,2,2,10
1,15,14,10,10,11,15,13,14,10,10,10,10,10,10,10,10,9,14,10
1,14,10,10,10,11,13,6,11,14,10,10,11,14,10,11,15,5,15,12
3,13,15,15,14,10,1,12,8,11,12,8,10,10,10,8,8,1,15,4
11,4,10,10,11,14,3,6,2,10,3,5,12,10,10,1,7,4,9,6
9,4,9,12,9,12,8,9,13,12,9,5,5,13,13,5,13,5,5,12
