20
1,7,5,5,5,5,7,7,6,1,6,1,6,2,3,7,7,7,6,2
2,11,5,5,5,7,13,12,10,3,13,7,13,13,12,10,10,8,11,12
10,9,7,7,5,13,6,2,11,15,5,15,5,5,4,10,10,3,13,4
9,7,12,9,7,4,10,10,10,11,7,14,2,1,5,14,10,9,5,6
3,13,5,7,13,4,10,10,11,14,10,11,14,3,5,12,10,3,6,10
10,3,5,13,5,6,9,14,10,10,10,8,9,15,5,5,15,14,10,10
9,15,4,3,4,10,1,15,14,10,11,5,6,11,7,6,9,12,9,12
3,14,2,11,7,12,3,14,9,14,11,4,10,10,9,13,5,7,5,4
10,10,11,14,9,6,10,10,3,13,13,6,10,9,7,5,6,9,7,4
10,11,14,11,7,12,10,11,14,3,6,11,15,7,13,4,11,5,15,4
10,10,10,10,10,2,11,14,11,13,12,10,10,11,5,4,10,2,10,2
10,8,9,12,11,14,10,10,11,7,5,12,8,9,7,6,10,9,13,14
10,1,7,4,8,11,14,8,8,9,7,5,5,5,13,12,10,3,5,12
10,3,13,5,7,13,14,3,6,1,13,6,1,7,5,5,13,15,4,2
11,14,1,5,15,4,11,14,10,1,7,12,2,10,2,3,6,11,5,12
10,10,3,5,13,4,8,10,9,7,13,4,10,10,10,10,10,10,3,6
8,11,13,5,5,6,1,13,5,13,7,5,15,14,10,10,8,10,10,10
2,10,2,3,5,13,5,7,5,7,13,4,10,10,11,14,2,10,10,10
9,14,10,9,7,6,3,13,5,13,5,7,14,11,14,9,12,9,14,8
1,12,9,5,12,9,13,5,5,5,5,13,13,13,13,5,5,5,13,4
