20
1,7,7,5,7,5,6,3,5,5,5,7,4,2,3,4,2,3,5,6
3,14,8,1,13,4,10,10,2,1,5,15,4,10,9,6,10,10,3,14
10,9,7,5,5,4,10,10,10,1,7,13,5,13,7,12,9,13,14,10
10,1,13,5,5,6,10,10,9,5,13,5,6,3,15,7,5,5,14,10
11,6,1,5,5,14,11,14,1,7,5,5,12,10,8,8,3,7,12,10
10,10,1,7,5,13,14,11,7,12,1,7,7,13,5,4,11,15,4,10
10,9,5,13,7,4,10,8,9,7,5,13,15,5,5,5,14,10,2,10
11,7,5,7,13,5,13,5,7,13,5,4,9,5,5,7,12,10,10,10
10,9,6,10,1,5,7,5,13,5,5,7,5,5,5,15,4,10,11,14
8,3,13,14,1,5,13,5,6,3,6,9,5,7,6,11,4,10,10,10
3,13,6,11,7,5,5,7,12,9,14,1,7,12,11,13,5,13,12,10
11,5,15,14,11,7,7,13,5,5,13,5,13,6,10,3,7,4,2,10
10,2,10,10,10,8,9,5,6,2,3,5,5,12,11,14,9,5,15,14
10,11,14,11,12,3,5,5,15,13,13,5,5,6,8,9,7,4,8,10
10,8,10,11,4,9,5,7,14,2,2,2,2,11,5,7,13,5,4,8
10,3,13,13,4,3,5,14,11,15,14,10,11,14,1,15,5,5,7,4
11,14,1,6,3,13,5,14,8,8,10,10,10,10,1,13,7,5,13,4
10,10,1,14,11,5,7,14,2,2,10,10,10,11,7,5,13,5,5,6
10,11,6,10,10,1,14,11,14,10,11,15,14,8,11,6,2,1,7,12
8,8,9,13,12,1,12,8,9,12,9,13,13,5,12,9,13,5,13,4
