16
1,7,6,3,7,6,2,3,5,5,5,7,5,5,5,4
3,14,9,12,8,8,11,14,2,3,5,13,7,5,5,6
9,13,7,4,3,6,10,10,10,11,5,5,15,5,4,10
3,6,11,4,10,11,12,10,10,9,5,7,15,5,5,12
10,11,13,5,12,8,2,10,11,5,6,10,10,2,3,6
9,13,7,7,7,5,15,13,12,1,14,11,15,15,14,10
2,3,14,11,15,5,15,5,5,6,11,14,8,8,11,14
11,12,8,10,10,3,14,3,6,10,10,10,1,5,14,10
10,3,7,14,10,10,10,9,13,14,11,14,2,2,10,10
9,12,10,10,10,8,9,5,6,11,14,11,15,13,14,10
1,7,12,8,8,3,7,7,13,14,10,10,10,3,14,10
2,9,5,5,7,14,10,10,2,11,12,11,14,10,10,10
10,3,7,7,13,12,10,10,10,11,4,10,10,10,11,14
11,14,10,9,7,7,14,11,14,9,5,14,10,11,14,10
8,10,8,1,12,10,11,14,11,5,5,13,14,10,8,10
1,13,5,5,5,12,8,8,9,5,5,4,9,12,1,12
