16
1,7,4,2,3,7,7,6,1,7,5,5,7,5,6,2
3,13,5,12,10,10,8,10,3,15,5,7,13,4,11,12
11,5,6,3,14,10,3,14,10,10,3,14,3,4,10,2
11,4,9,12,11,14,10,11,14,10,10,9,13,7,13,12
11,4,1,7,12,10,10,8,10,10,10,2,2,10,2,2
10,3,5,15,4,10,9,6,10,11,13,15,14,11,14,10
10,10,1,14,2,11,7,13,13,15,4,8,9,12,9,14
11,14,3,15,14,10,10,3,6,10,2,1,7,7,6,10
10,10,10,10,10,10,11,13,12,11,15,7,12,8,9,12
10,10,10,11,13,15,13,5,5,14,9,14,1,5,7,4
10,10,11,14,3,15,7,4,2,11,5,15,5,5,15,4
10,10,10,10,8,8,11,5,12,10,3,14,1,7,13,4
11,14,10,11,5,5,13,5,6,10,10,8,1,13,5,6
11,14,11,13,7,5,5,5,13,12,9,5,5,7,5,12
10,10,9,7,13,5,5,5,5,5,6,1,5,14,1,6
8,9,5,13,5,5,5,5,5,5,13,5,5,13,5,12
