16
1,6,3,7,7,5,7,7,6,2,3,5,5,5,5,6
1,13,14,8,8,1,14,8,9,14,11,7,5,7,5,12
2,3,13,7,5,5,12,3,5,13,13,13,6,9,5,4
11,15,7,13,5,5,4,11,4,1,6,1,15,5,5,4
10,11,15,7,7,6,3,15,5,5,12,3,13,6,1,6
10,10,8,8,10,9,12,11,5,5,6,9,4,11,5,12
10,10,1,7,15,5,6,9,4,3,12,1,7,15,6,2
10,11,7,12,11,5,14,3,6,11,7,7,14,10,10,10
11,14,11,4,8,2,11,13,12,10,10,11,14,10,11,14
11,14,11,6,2,9,13,7,5,14,10,10,10,10,10,8
8,11,14,9,12,1,7,12,2,11,14,11,14,10,10,2
1,14,11,5,4,3,13,5,14,10,10,10,10,10,10,10
2,11,15,5,7,13,5,4,10,10,11,14,10,11,14,10
10,10,11,5,15,5,5,5,14,11,12,8,8,8,11,14
10,10,11,6,10,2,3,6,9,13,7,5,5,5,12,10
9,12,8,9,13,13,12,8,1,5,13,5,5,5,5,12
