16
1,5,7,5,5,5,5,5,5,7,7,5,5,7,5,4
3,5,13,5,7,5,5,7,5,15,14,2,2,10,1,6
11,4,1,5,13,7,5,14,1,12,11,15,15,14,1,14
10,3,6,2,2,10,2,11,6,2,8,8,8,10,2,10
10,10,11,15,15,14,11,12,10,10,1,5,6,11,15,14
10,10,10,10,8,11,14,1,13,14,1,5,13,14,8,10
11,12,8,9,6,8,11,5,4,11,7,5,5,13,5,14
10,1,7,4,10,2,10,3,6,10,9,5,6,3,5,12
10,1,13,7,14,11,14,9,13,12,1,5,14,9,6,2
10,1,5,12,11,14,9,5,6,1,7,5,12,3,13,14
11,7,7,7,15,13,5,5,13,5,13,7,4,9,6,10
10,10,10,11,14,3,7,7,4,2,2,11,7,7,12,10
11,12,10,10,9,12,10,9,4,10,10,10,10,10,2,10
11,6,11,13,5,5,15,7,4,10,10,10,10,11,14,10
8,11,14,3,5,7,14,11,5,15,13,14,8,8,9,14
1,12,8,9,4,8,9,13,4,9,5,13,5,5,5,12
