16
1,5,7,5,5,5,5,5,7,7,7,6,2,1,6,2
3,5,13,6,2,2,2,1,14,10,10,11,14,1,15,14
11,6,2,11,15,15,15,6,10,10,10,8,9,7,12,8
8,8,9,12,10,10,10,9,14,10,10,2,2,11,7,6
1,5,6,3,13,12,10,1,12,10,11,15,13,14,10,10
3,7,15,15,5,5,15,5,5,13,14,10,3,12,10,10
8,8,10,9,5,5,13,5,4,2,10,10,11,4,10,10
2,3,13,5,5,7,4,3,6,9,12,10,9,6,8,10
11,14,1,5,7,13,4,9,14,2,3,14,1,13,7,14
10,10,1,5,13,7,7,7,15,15,12,11,6,3,14,10
10,11,7,6,2,10,10,10,10,10,3,12,9,12,11,12
10,10,8,11,13,12,10,10,10,8,9,5,4,1,15,6
10,10,3,13,5,4,10,10,10,1,6,1,6,3,12,10
8,9,13,7,7,5,14,10,10,2,10,3,12,9,4,10
3,7,5,13,13,4,11,14,11,15,14,11,4,3,5,12
9,13,5,5,5,5,12,9,12,8,9,13,5,13,5,4
