16
1,5,5,5,7,6,1,7,7,5,5,5,6,2,3,4
3,5,5,5,12,10,1,15,12,3,5,5,12,11,13,6
10,2,3,7,5,13,5,13,6,9,5,5,7,14,3,14
11,15,15,15,5,5,7,4,10,1,5,7,12,8,8,8
10,10,10,10,3,5,13,5,12,2,3,15,7,6,3,6
10,10,8,10,9,5,5,5,5,13,12,10,11,14,10,10
11,13,7,15,5,7,7,5,7,7,6,10,10,11,12,8
10,3,14,11,4,10,10,3,14,10,11,14,10,11,4,2
10,10,10,11,6,10,10,9,12,10,10,10,10,9,5,14
10,8,8,10,8,8,9,7,4,10,10,9,12,1,5,14
11,5,6,10,3,7,5,13,4,11,15,4,2,1,7,14
9,6,10,11,14,11,6,1,7,14,10,2,11,6,10,10
2,10,10,10,10,10,9,5,12,10,9,14,10,11,15,14
10,10,10,10,11,13,5,7,5,13,7,13,12,8,8,10
10,11,15,14,10,2,3,14,3,5,13,5,5,7,4,10
9,12,8,9,13,13,12,9,13,4,1,5,5,13,4,8
