16
1,7,5,5,5,7,4,1,5,7,7,6,1,7,5,4
2,10,2,1,7,13,5,7,5,12,8,9,5,13,7,4
10,10,10,1,13,5,6,10,1,7,5,5,7,7,12,2
11,14,9,5,5,5,14,10,1,15,5,6,10,11,7,14
10,9,5,5,5,7,14,10,1,14,2,10,10,10,10,10
11,7,5,5,5,15,12,10,2,10,11,14,11,14,10,10
10,11,5,5,7,13,5,13,13,14,10,9,14,10,10,10
10,11,5,7,13,4,2,3,6,10,11,6,10,10,11,14
11,14,1,15,5,4,10,9,13,15,14,10,10,10,10,10
10,10,3,13,5,4,10,1,7,13,12,10,10,10,10,10
10,10,9,5,5,7,13,7,13,5,6,11,14,10,10,10
10,10,1,5,5,13,7,15,5,4,10,10,11,13,15,14
11,15,5,5,7,5,13,15,5,5,14,10,11,6,8,10
8,9,7,5,13,5,5,13,7,4,11,12,8,11,5,12
1,5,15,5,5,5,5,7,13,4,10,2,1,13,5,6
1,5,13,5,5,5,5,13,5,5,13,12,1,5,5,12
