16
1,6,1,6,3,7,7,6,3,7,5,5,7,5,5,6
3,14,3,14,10,10,10,10,10,9,5,5,15,5,7,12
10,10,11,15,12,10,8,9,15,5,4,2,10,2,11,4
8,11,14,10,2,11,7,5,15,6,3,14,10,10,11,4
3,14,10,10,11,14,10,2,10,9,12,9,15,13,15,4
10,9,14,10,10,10,10,10,9,7,5,5,13,6,9,6
10,3,14,10,10,10,11,12,1,13,5,7,5,12,1,14
10,10,10,11,14,10,10,3,6,1,5,13,7,5,7,12
10,10,10,10,10,9,14,9,13,5,5,5,13,6,9,6
9,12,10,8,10,2,10,3,6,2,3,5,5,12,3,12
2,3,15,5,14,10,9,12,9,15,13,4,1,7,13,4
11,14,10,1,14,10,1,5,7,13,5,7,5,13,5,6
10,10,9,7,12,10,1,7,13,7,7,14,1,6,3,14
10,11,5,15,5,13,7,13,4,8,8,10,1,14,10,8
10,10,1,13,5,7,14,3,5,7,4,10,3,12,11,6
8,8,1,5,5,12,9,12,1,13,5,13,13,5,12,8
