16
1,6,2,1,5,6,3,7,5,5,7,6,3,7,5,6
1,13,15,5,5,14,10,10,2,2,10,9,14,8,1,12
3,4,11,5,7,12,10,10,10,10,11,5,13,7,5,4
10,2,10,3,13,4,10,11,14,10,10,3,6,9,5,6
11,13,12,11,5,5,14,10,10,11,14,10,9,7,5,12
9,5,7,15,5,5,12,10,9,14,10,10,2,11,6,2
3,5,12,9,5,5,7,12,1,14,10,10,9,14,10,10
11,5,6,1,5,5,15,7,6,10,11,15,5,14,11,14
10,3,13,5,5,5,14,9,12,10,10,10,1,12,8,8
10,10,2,1,7,7,13,5,5,15,15,12,2,2,2,2
10,10,10,3,12,9,5,5,5,15,15,5,13,13,15,12
11,14,11,13,6,3,5,5,5,12,10,1,5,5,13,6
10,10,8,3,13,13,7,5,5,5,14,3,4,2,1,14
9,15,5,13,6,3,13,5,5,6,11,15,5,13,5,12
3,12,3,7,13,13,5,5,6,10,10,10,2,1,5,6
9,4,9,13,5,5,5,5,12,8,8,9,13,5,5,12
