16
1,5,7,5,5,7,6,3,6,2,3,7,4,2,2,2
3,5,13,5,6,8,9,14,8,11,12,9,5,15,15,14
11,5,5,7,13,5,4,9,5,15,5,5,6,10,10,10
11,7,7,12,2,1,5,7,5,14,3,6,8,10,10,10
10,10,9,7,14,3,5,13,4,11,12,11,5,14,10,8
10,10,1,14,10,9,5,5,7,13,5,12,1,15,14,2
10,10,3,12,9,5,5,5,13,5,5,4,3,12,11,14
11,14,9,5,7,5,5,7,6,1,5,5,15,4,10,8
10,9,5,5,13,7,4,9,12,1,7,5,13,5,14,2
11,7,4,3,5,15,5,7,5,5,13,5,7,5,13,14
10,11,6,9,6,10,2,11,5,5,5,7,13,5,5,14
11,15,14,3,13,14,11,13,5,6,3,13,5,4,3,14
10,10,11,13,6,11,12,1,5,15,15,5,5,5,14,10
10,10,11,7,12,10,3,5,5,13,13,5,5,4,10,10
8,10,10,9,4,8,9,5,6,3,7,6,3,5,14,10
1,12,9,5,5,5,5,5,13,12,8,9,13,4,8,8
