16
1,7,5,5,5,5,7,5,5,6,2,2,2,3,5,6
3,15,5,5,5,5,13,5,5,15,13,13,13,12,3,12
11,13,5,7,5,5,5,6,2,9,7,5,7,7,15,6
11,5,7,13,4,2,1,13,14,3,15,7,14,10,10,10
11,6,9,7,5,12,1,5,14,11,14,10,10,10,10,10
10,10,3,12,3,7,5,7,12,10,10,10,10,10,11,14
10,10,9,5,12,10,3,13,5,14,10,10,11,14,10,10
11,14,1,5,5,12,10,3,6,10,10,8,8,9,14,10
10,11,5,5,5,5,15,13,12,11,15,4,1,6,10,10
10,11,7,6,3,5,13,4,3,14,9,5,7,13,12,10
10,10,10,10,11,5,5,7,12,8,3,7,13,5,5,12
11,14,8,9,15,5,5,15,6,2,11,13,7,5,6,2
10,11,5,5,14,3,5,12,11,12,8,1,13,6,9,12
8,8,1,7,13,15,5,6,10,3,4,2,2,11,6,2
3,5,5,13,4,11,4,11,14,9,7,13,15,12,9,12
9,5,5,5,4,9,4,8,9,5,13,5,13,5,5,4
