16
1,6,2,3,5,5,5,5,7,6,2,2,1,6,2,2
2,10,10,10,2,1,6,3,15,12,10,10,2,10,10,10
10,11,14,11,13,5,15,12,11,5,13,14,10,10,11,14
10,10,10,10,3,5,13,4,9,7,4,9,13,13,14,10
11,14,11,14,11,5,5,5,5,15,6,3,5,5,15,14
10,10,10,11,13,5,5,7,5,15,14,10,3,5,14,10
10,10,10,8,1,5,7,13,5,14,11,14,10,3,12,10
11,13,14,2,3,6,11,7,6,10,10,10,10,9,6,10
10,2,10,10,10,10,10,9,12,10,10,11,14,1,13,14
11,14,9,13,12,11,12,3,5,12,8,8,11,7,5,12
10,8,3,6,2,10,3,15,5,5,5,5,14,11,5,4
11,4,10,9,15,14,10,9,7,7,5,4,10,10,3,6
11,7,12,1,12,9,14,2,10,11,7,5,13,13,12,10
10,9,5,5,5,7,12,9,14,10,11,7,6,2,2,10
10,1,5,5,7,15,5,5,12,8,8,10,11,15,14,10
9,5,5,5,12,9,4,1,5,5,5,13,12,8,9,12
