16
1,5,5,7,5,5,5,7,5,6,3,7,6,3,6,2
3,5,5,13,5,7,4,11,6,11,12,8,10,10,11,14
10,3,5,6,3,13,4,10,10,9,7,6,11,14,10,10
11,14,3,13,13,5,5,14,8,1,14,11,14,8,10,10
10,10,10,2,2,2,3,13,6,1,14,8,11,7,12,8
10,10,11,15,14,11,13,4,10,1,15,4,8,9,7,4
8,10,8,8,10,10,3,5,12,3,15,5,5,7,13,4
2,10,1,6,10,10,10,3,6,8,9,5,7,13,5,6
11,15,5,13,15,12,8,11,12,3,5,5,13,5,7,14
10,9,5,6,11,5,5,13,5,14,2,1,5,6,10,10
10,2,3,14,10,2,1,5,7,12,11,7,7,14,8,10
10,9,12,9,12,10,2,2,10,3,12,10,10,10,2,10
10,1,5,5,6,11,13,13,13,14,1,14,10,11,15,14
10,1,7,5,12,10,2,3,7,14,1,15,14,8,8,10
9,5,13,5,7,15,15,12,10,10,1,14,10,3,7,14
1,5,5,5,13,12,9,4,8,9,5,12,9,12,8,8
