16
1,7,4,3,4,2,3,5,5,5,7,4,2,2,3,6
2,11,7,15,5,13,15,7,5,5,13,4,11,14,10,10
10,10,10,10,2,3,15,14,2,2,3,7,14,11,14,10
11,14,10,10,11,14,10,11,14,10,10,10,11,14,10,10
11,14,10,11,14,10,10,8,10,11,14,10,10,10,10,10
10,11,15,14,10,10,9,4,9,12,10,11,12,9,13,14
8,10,8,8,8,11,5,5,7,5,13,13,6,3,7,12
1,15,5,5,5,13,4,3,14,1,5,5,14,10,11,4
1,15,5,5,5,5,6,9,12,3,7,7,15,14,9,6
3,15,5,5,5,5,13,5,5,14,10,8,8,8,1,14
11,15,5,7,5,5,5,6,2,11,13,5,5,7,4,10
10,9,6,10,2,3,6,10,10,10,1,5,5,13,6,10
10,3,15,14,10,8,11,14,10,10,1,7,5,5,13,14
10,8,10,10,10,2,10,11,15,15,5,13,5,5,6,8
11,7,14,11,14,11,12,10,9,15,5,5,5,6,10,2
8,8,8,8,9,13,4,8,1,13,5,5,4,9,13,12
