16
1,7,5,7,4,1,7,5,7,5,5,5,5,7,5,4
2,11,6,10,2,1,15,5,13,5,7,6,2,10,1,6
11,14,10,10,11,7,13,7,5,5,12,11,15,15,5,14
10,10,10,11,14,9,5,13,5,7,5,14,10,9,7,14
10,10,11,15,15,7,6,2,3,13,4,10,8,1,14,10
10,10,10,8,8,10,9,12,10,2,3,13,4,1,14,10
10,9,14,1,5,13,7,7,12,10,9,7,4,3,14,10
11,7,14,2,2,2,10,11,6,10,3,15,5,12,8,8
10,10,11,15,15,15,14,9,12,11,14,10,1,5,7,4
10,10,11,12,8,10,9,5,7,12,9,13,5,7,13,4
11,14,10,1,7,14,3,4,9,5,6,2,3,14,1,6
10,10,10,3,13,15,13,7,5,5,12,10,10,8,1,14
10,10,9,13,6,11,7,13,5,5,5,13,14,3,5,14
11,13,5,5,12,11,13,7,5,5,5,5,14,10,1,14
9,7,5,5,4,10,3,14,1,6,3,6,9,12,1,12
1,13,5,5,4,9,12,9,5,13,13,13,5,5,5,4
