16
1,5,5,5,5,7,7,5,7,7,6,1,5,5,7,4
3,5,5,7,5,12,11,5,14,10,10,2,3,4,10,2
11,5,5,12,1,6,9,4,8,8,10,10,11,5,15,12
10,2,2,2,3,12,3,5,7,5,12,10,11,4,11,4
10,11,15,13,13,7,13,4,11,5,5,15,13,4,9,4
10,10,9,5,5,13,7,4,9,5,5,13,7,7,5,4
11,15,5,5,5,6,9,5,5,6,1,5,14,9,7,6
10,9,5,7,4,10,2,3,6,10,3,5,14,1,15,14
10,1,7,14,2,11,14,9,13,15,14,3,14,3,12,10
11,7,12,11,15,12,9,7,5,12,11,14,11,15,6,10
10,11,6,10,11,5,5,15,5,5,12,11,14,10,10,10
10,10,10,10,9,7,5,15,5,5,4,10,10,10,8,8
9,14,11,14,1,15,5,13,5,5,6,10,10,10,3,4
1,14,10,10,3,14,3,6,1,5,13,14,9,14,11,4
1,14,10,10,8,9,12,9,7,5,5,13,6,10,9,6
1,13,13,13,5,5,5,5,13,5,5,5,12,9,5,12
