16
1,6,3,6,3,7,5,5,5,5,7,5,5,7,6,2
2,10,10,11,14,10,2,3,6,2,10,3,5,14,10,10
11,14,10,10,8,9,13,12,10,9,15,12,1,12,11,14
10,11,13,14,3,7,7,4,11,5,13,5,5,6,11,14
10,10,1,13,12,8,9,6,10,3,6,3,6,11,14,10
10,11,5,7,7,4,1,15,13,12,11,12,8,10,10,8
10,10,1,14,9,6,3,12,1,5,13,5,5,15,15,6
10,10,3,12,2,10,10,3,6,1,7,5,5,12,8,10
11,14,9,6,11,12,11,13,12,3,15,5,5,5,5,14
10,8,2,10,10,2,11,5,5,15,13,5,7,7,6,10
11,5,13,13,13,15,15,6,3,13,5,5,12,10,10,10
9,5,5,6,2,11,14,11,13,6,2,1,5,13,14,10
3,5,5,12,10,10,11,15,6,11,15,5,5,5,14,10
9,5,7,4,11,14,10,10,10,10,10,1,5,7,13,12
3,5,13,4,10,8,8,10,10,10,11,5,5,13,5,6
9,5,5,5,13,5,4,8,8,8,9,5,4,1,5,12
