16
1,5,6,3,4,1,6,1,6,3,7,6,2,3,7,4
1,5,13,15,5,5,14,3,12,10,10,9,13,14,10,2
3,5,5,13,5,6,10,11,5,12,11,5,4,8,11,14
10,2,3,6,2,10,10,11,5,5,12,3,5,4,11,14
9,13,12,9,14,10,11,13,5,5,5,14,2,2,10,10
3,7,4,3,14,11,14,2,2,2,2,10,10,11,14,10
10,9,5,12,9,15,15,13,13,15,12,10,10,10,10,10
9,7,5,5,4,8,10,3,6,11,4,10,11,14,10,10
2,11,5,5,5,5,15,13,12,11,5,13,12,8,10,10
11,13,5,7,5,5,15,6,1,13,7,5,5,4,8,10
10,2,3,15,5,6,10,10,3,4,11,6,2,3,7,12
9,13,12,9,6,10,10,10,9,7,12,9,15,12,11,4
2,2,2,3,14,10,10,11,5,13,5,7,12,2,11,4
10,10,10,10,10,11,14,10,1,5,5,15,5,14,11,6
9,15,13,14,10,10,10,11,6,3,5,13,5,15,12,10
1,13,4,8,9,13,12,8,9,13,5,5,5,13,5,12
