16
1,7,5,5,5,5,6,3,4,1,5,7,5,6,3,4
1,15,5,5,5,7,13,13,4,1,7,12,1,14,11,6
2,11,7,6,2,9,5,7,5,5,15,6,1,15,14,10
10,10,10,11,15,7,5,13,6,1,12,8,1,14,11,14
9,12,8,10,10,11,4,3,13,5,5,5,7,12,10,10
3,7,5,14,10,9,5,15,5,5,5,5,13,5,14,10
10,9,6,11,13,7,5,13,5,7,7,5,7,5,12,10
8,1,14,10,3,13,4,3,7,14,11,6,9,7,4,10
3,7,12,8,9,5,6,9,12,10,10,10,2,10,2,10
10,10,3,7,7,6,11,6,2,10,10,11,15,13,15,14
11,14,10,10,10,10,10,11,14,10,10,10,8,1,14,10
10,10,10,10,10,9,12,10,9,13,14,8,1,5,12,8
10,11,12,11,15,5,5,13,7,7,13,7,5,5,5,6
10,11,7,14,9,7,5,4,10,9,7,13,5,5,6,10
11,14,10,8,1,13,5,4,10,3,13,5,7,5,12,10
8,8,9,5,5,5,5,4,8,9,5,5,13,5,4,8
