16
1,5,5,6,3,5,5,5,5,5,7,5,5,5,5,6
1,7,5,13,13,7,5,5,5,5,15,6,3,4,1,14
1,15,5,5,7,13,7,5,7,5,12,11,13,5,5,14
3,13,6,1,15,5,14,1,13,5,6,10,1,5,5,12
9,7,15,5,15,5,13,7,7,5,14,11,5,4,3,6
2,10,10,3,15,6,1,12,8,3,12,9,5,7,12,8
11,12,8,8,8,9,7,5,5,13,7,7,4,10,3,6
11,6,1,7,5,5,12,3,6,3,13,13,6,11,14,10
10,8,1,13,5,5,6,9,13,14,2,1,14,10,10,10
11,5,5,5,7,7,13,5,6,10,11,5,14,10,10,10
10,3,5,5,14,11,7,6,10,10,8,3,13,14,8,8
10,10,2,3,12,10,10,10,11,14,1,15,5,13,7,6
11,15,14,9,6,10,10,10,10,10,3,13,4,1,12,10
10,10,10,1,15,14,11,15,14,11,15,5,5,5,7,12
10,10,10,1,14,10,10,10,10,10,9,5,6,2,11,6
9,12,9,5,13,13,12,9,13,12,1,5,13,13,12,8
