16
1,7,7,5,5,5,5,5,7,5,7,5,7,5,5,6
3,12,10,2,1,5,7,5,13,6,8,1,13,7,4,10
9,7,13,15,5,7,12,3,5,13,4,1,5,13,6,8
2,11,6,8,1,13,4,10,1,6,3,7,4,3,12,2
10,11,15,5,5,5,6,10,3,12,10,11,6,11,6,10
11,14,10,3,5,7,13,14,11,5,14,10,11,12,9,14
8,10,8,10,2,11,4,11,13,6,10,10,11,7,4,10
1,13,4,9,15,15,6,11,6,10,11,14,8,9,6,10
1,7,5,5,12,8,10,9,12,10,10,11,7,5,13,12
2,9,7,6,2,1,13,5,5,15,15,12,9,5,5,6
11,5,14,10,11,7,5,4,2,10,11,6,2,2,2,10
10,3,12,10,10,9,5,7,14,11,14,10,11,15,14,10
8,11,4,10,10,2,3,14,11,12,10,11,14,10,10,10
2,11,6,9,12,9,12,10,9,6,10,10,10,10,11,14
10,10,11,6,3,7,5,12,1,12,10,8,8,8,10,8
9,13,12,9,13,13,5,5,5,5,13,5,5,5,13,4
