16
1,6,3,7,6,2,3,7,6,1,5,7,5,5,7,6
2,11,12,10,10,10,10,11,15,7,5,13,5,5,12,8
11,14,3,14,11,14,10,10,11,15,5,5,5,5,7,4
10,10,8,8,10,10,10,10,10,10,3,7,5,5,13,4
10,11,5,4,10,9,12,10,10,10,10,11,5,5,7,6
10,11,5,5,15,5,5,14,8,11,15,14,1,7,12,10
11,13,5,7,13,5,4,9,5,14,10,10,2,11,6,10
11,5,5,13,7,4,2,3,6,11,14,10,11,15,15,14
11,7,7,5,14,2,11,13,12,10,10,10,10,10,10,10
10,11,15,6,11,14,10,1,7,12,8,11,14,10,10,10
10,10,10,10,10,10,11,5,15,5,5,13,14,10,11,14
11,14,10,10,10,11,12,1,13,5,7,5,12,8,10,8
10,10,10,8,10,9,5,5,5,6,9,7,5,5,13,4
10,8,10,2,10,1,7,5,5,13,5,15,7,5,5,6
11,6,10,11,14,1,13,5,7,5,7,13,12,1,7,12
8,9,13,12,9,5,5,5,13,5,13,5,5,5,13,4
