16
1,6,3,5,7,5,7,5,6,2,2,2,3,4,3,6
3,15,12,1,13,4,9,6,10,11,14,11,13,6,10,10
11,15,6,3,7,6,2,10,9,12,9,14,1,15,14,10
8,8,9,14,8,10,10,11,6,3,7,13,5,14,8,8
3,6,3,13,7,12,9,12,10,10,10,1,5,15,5,4
10,11,13,5,13,7,5,4,9,14,9,6,2,10,2,2
10,11,5,5,5,13,7,4,1,14,2,10,10,9,15,14
10,11,7,6,1,6,11,7,6,10,10,10,10,3,12,10
11,14,10,10,3,14,10,9,12,10,10,10,10,11,4,10
10,10,8,10,10,11,15,5,6,10,10,11,13,15,5,14
11,12,1,13,15,14,10,3,14,11,13,13,5,13,4,8
10,2,2,2,10,10,8,10,10,9,5,5,5,7,7,4
10,10,10,10,10,11,6,11,14,1,5,5,5,15,13,4
11,14,10,10,10,8,10,10,11,5,6,1,7,13,5,4
10,11,13,14,9,7,12,10,11,5,15,7,13,5,5,6
8,8,1,13,5,13,4,8,8,1,13,13,5,5,5,12
