16
1,5,5,6,1,7,6,3,6,2,3,5,7,5,5,4
2,3,5,12,1,14,11,14,11,14,11,5,14,2,1,6
11,13,5,5,7,12,10,8,10,9,13,4,10,11,7,14
9,7,5,4,9,6,9,5,15,5,7,6,10,8,10,8
3,13,7,5,7,14,1,7,13,4,8,10,10,3,13,4
10,3,15,4,10,9,5,13,5,7,5,13,13,13,6,2
11,14,9,6,10,2,3,5,5,14,2,2,1,6,10,10
10,10,1,14,11,15,14,3,6,11,14,10,3,13,14,10
10,10,3,13,14,10,8,11,12,10,11,13,15,4,9,12
11,14,11,4,10,10,3,14,3,12,9,7,13,5,5,6
10,10,11,6,9,13,14,9,13,7,7,15,5,6,3,14
8,10,10,11,5,4,11,7,5,14,10,11,4,9,12,10
1,15,12,11,5,5,12,10,1,13,14,11,7,6,2,10
2,11,6,9,5,4,1,15,5,4,11,14,10,9,15,14
10,8,10,3,5,5,7,15,5,4,10,10,9,6,10,10
9,5,13,13,5,5,13,13,5,4,8,8,1,12,8,8
